Degree,Field,SubField,COLLEGE,DURATION,COLLEGE FEE,NIRF AND OTHER RANK(2022),MIN MARKS FOR ELIGIBILITY,QUALIFIED DEGREE,Deadline ,ENTRANCE NAME AND DURATION,EXAM DETAILS,TEST DATE,APPLICATION PROCESS,APPLICATION FEE,SELECTION PROCESS,INTAKE,LINK,Scholarships/Fellowships,Unnamed: 19
Bachelors,Packaging Engineer,Packaging Engineer,IIT Kharagpur,4 Years/ 2 Years,"INR31,000 - 3,00,000(1st year fee) : $53,740",,,,,"JEE Main, JEE Advanced, TOEFL / GATE",,,,,,,What Is A Packaging Engineer? Packaging Engineer Overview - Zippia,,
Bachelors,Packaging Engineer,Packaging Engineer,RWTH Aachen University,4 Years/ 2 Years,"INR31,000 - 3,00,000(1st year fee) : $53,740",,,,,"JEE Main, JEE Advanced, TOEFL / GATE",,,,,,,What Is A Packaging Engineer? Packaging Engineer Overview - Zippia,,
Bachelors,Packaging Engineer,Packaging Engineer,German,4 Years/ 2 Years,"INR31,000 - 3,00,000(1st year fee) : $53,740 (No tuition fee)",,,,,"JEE Main, JEE Advanced, TOEFL / GATE",,,,,,,What Is A Packaging Engineer? Packaging Engineer Overview - Zippia,,
Bachelors,Packaging Engineer,Packaging Engineer,Dresden University of Technology (German No tuition fee),4 Years/ 2 Years,"INR31,000 - 3,00,000(1st year fee) : $53,740",,,,,"JEE Main, JEE Advanced, TOEFL / GATE",,,,,,,What Is A Packaging Engineer? Packaging Engineer Overview - Zippia,,
Bachelors,Packaging Engineer,Packaging Engineer,Johns Hopkins University,4 Years/ 2 Years,"INR31,000 - 3,00,000(1st year fee) : $53,740",,,,,"JEE Main, JEE Advanced, TOEFL / GATE",,,,,,,What Is A Packaging Engineer? Packaging Engineer Overview - Zippia,,
PhD,Capital Goods and Manufacturing,Material Science,IIT Madras,,,,,,,,,,,,,,,,
Bachelors,Science Communication,Science Communication,Amrita Vishwa Vidyapeetham,3 yrs,,,,,,,,,,,,,https://community.igem.org/projects/mastering-science-communication,,
Masters,Science Communication,Science Communication,(IISER) Pune,2 yrs,,,,,,,,,,,,,,,
Masters,Science Communication,Science Communication,University of Calcutta,2 yrs,,,,,,,,,,,,,,,
Diploma,Science Communication,Science Communication,Indian Institute of Mass Communication,1yr,,,,,,,,,,,,,,,
Online Courses,Science Communication,Science Communication,"National Institute of Science Communication and Information Resources (NISCAIR),(IISER) Bhopal, and the Centre for Science and Environment (CSE)",1yr,,,,,,,,,,,,,,,
PhD,Industrial Engineering,Product Designer,IDCIIT Bombay,,,,,,,CEED,,,,,,,,,
Bachelors,Mathematics,Mathematics,IISC Bangalore,,,,,,,"JEE,IIT JAM, CSIR-NET,NBHM,TIFR",,,,,,,,"NBHM, INSPIRE",
PhD,Mathematics,Mathematical Modelling,IIT Kharagpur,4yrs,,,,,,,,,,,,,,,
Bachelors,Industrial Engineering,Industrial Engineering,"IIT(Kharagpur,Delhi,Bombay,Kanpur),VIT, COEP,",,,,,,,,,,,,,,,,
Bachelors,Healthcare,Pharmacology,India,4 years,,,,,,,,,,,,,AIMSET 2023 - About Scholarship | Medical Scholarship,AIMSET - entrance for getting scholarships in medical and pharma students in UG for selected colleges and the extent of scholarship depends on the marks obtained,
Bachelors,Healthcare,Pharmacology,"Jamia Hamdard University, New Delhi",,4.8 - 7 lakh,,,,,NEET-UG or JEE main paper 1 qualified candidates preferred,,,,,,,Jamia - Fellowships and Scholarships -Scholarship free-ships available in the University (jmi.ac.in),"Hakim S.A. Jamil Qadri Memorial Scholarship, Maulalan Shibli Nomani Scholarshi, Noorul Hasan Memorial Scholarship, Late Janab Haji Mohammad Ahmed for top Excellence Award (MASTER) Scholarship, Hamdard National Foundation (HNF)",
Bachelors,Healthcare,Pharmacology,"Jamia Hamdard University, New Delhi",,4.8 - 7 lakh,,,,,NEET-UG or JEE main paper 1 qualified candidates preferred,,,,,,,Jamia - Fellowships and Scholarships -Scholarship free-ships available in the University (jmi.ac.in),Scholarship,
Bachelors,Healthcare,Pharmacology,"University Institute of Pharmaceutical Sciences, Punjab University",,76-80k,,,,,PU-CET (UG),,,,,,,University Institute of Pharmaceutical Sciences Panjab University Chandigarh ਪੰਜਾਬ ਯੂਨੀਵਰਸਿਟੀ ਚੰਡੀਗੜ੍ਹ पंजाब विश्वविद्यालय चंडीगढ़ पंजाब यूनिवर्सिटी चंडीगढ़ Chandigarh India (puchd.ac.in),Jaswant Singh Gill Pharma Scholarship (JSGPS),
Bachelors,Healthcare,Pharmacology,Institute of Chemical Technology Mumbai,,3.48 lakh,,,,,"MHT-CET, NEET-UG",,,,,,,ICT - MUMBAI (ictmumbai.edu.in),,
Bachelors,Healthcare,Pharmacology,Birla Institute of Technology & Science Pilani,,~ 20 lakh,,,,,BITSAT,,,,,,,"BITS Pilani, Alumni (bits-pilani.ac.in)","AUTO Ltd. SCHOLARSHIP (for 6 female students every year), V & Kamala Krishnaurthy scholarship, BITS88 scholarship, Sharman's family scholarship, Kaura  family scholarship, BITSians' day giving scholarship, Shanta E Iyer scholarship, BITS86 scholarship, Divya Dalipan scholarship, Mahendra Ram Dalmia scholarship, Rakesh Chandra scholarship, S K Agarwal scholarship, S. S. Seshadri Memorial scholarship, Pendyala Vamsikrishna memorial scholarship",
Masters,Healthcare,Pharmacology,"Jamia Hamdard University, New Delhi",2 years,4 lakh,,,,,GPAT,,,,,,,,,
Masters,Healthcare,Pharmacology,Birla Institute of Technology & Science Pilani,,~ 10 lakh,,,,,GPAT or BITS HD,,,,,,,,Merit scholarship and Merit cum Need scholarship,
Masters,Healthcare,Pharmacology,"Manipal College Of Pharmaceutical Sciences [MCOPS], Manipal",,9 lakh,,,,,MET (Manipal Entrance Test),,,,,,,"Manipal College of Pharmaceutical Sciences - [MCOPS], Manipal Courses & Fees 2023-2024 (collegedunia.com)","AICTE Post Graduate (PG) Scholarships, Scholar & Achiever Scholarship for All Under Graduate (UG) & Post Graduate (PG) Programs",
Masters,Healthcare,Pharmacology,"JSS College of Pharmacy, Ooty",,5-6 lakh,,,,,JSS-CET,,,,,,,"JSS Academy of Higher Education & Research | Course Details (jssuni.edu.in), https://www.shiksha.com/college/jss-college-of-pharmacy-jss-academy-of-higher-education-and-research-ooty-58621/courses/mpharma-bc#:~:text=JSS%20Academy%20of%20Higher%20Education%20%26%20Research%20offers,Portal%20are%20also%20provided%20to%20the%20eligible%20students.","JSS Academy of Higher Education & Research offers scholarships to Pharmacy students based on their merit, Karnataka Labour Welfare Board Scholarship and SSP Post-Matric Scholarship",
PhD,Healthcare,Pharmacology,"Depending on the specific field of interest, various PhD options are there and the universities depend on that",4-5 years,"Depending on the specific field of interest, various PhD options are there and the universities depend on that.",,,,,"Depending on the specific field of interest, various PhD options are there and the universities depend on that.",,,,,,,,"Depending on the specific field of interest, various PhD options are there and the universities depend on that.",
Bachelors,Healthcare,Biomedical Engineering,IIT Kanpur,4 years,8 lakh,,,,,JEE Main,,,,,,,"B.Tech. in Biological Science and Bioengineering at IIT Kanpur: Placements, Fees, Admission & Eligibility (shiksha.com)","Merit-cum-Means (MCM) Scholarships, Inspire Scholarships",
Bachelors,Healthcare,Biomedical Engineering,NIT Rourkela,4 years,5 lakh,,,,,JEE Main,,,,,,,"B.Tech. in Biomedical Engineering at NIT Rourkela: Placements, Fees, Admission & Eligibility (shiksha.com)","Post- Matric Scholarships, Top Class Scholarships, Merit Scholarships, National Talent Scholarship, Indian Oil Scholarship, ONGC scholarship, OP Jindal Engineering and Management Scholarship (OPJEMS)",
Bachelors,Healthcare,Biomedical Engineering,IIT Hyderabad,4 years,8 lakh,,,,,"JEE Main, TS EAMCET",,,,,,,https://www.shiksha.com/college/iit-hyderabad-indian-institute-of-technology-32726/course-b-tech-in-biomedical-engineering-719371,"MCM Scholarship, Institute SC/ST Scholarship,  Institute Free Studentship Scholarship",
Bachelors,Healthcare,Biomedical Engineering,"SRM University, Chennai",4 years,10 lakh,,,,,"JEE Main, SRMJEEE",,,,,,,"B.Tech. in Biomedical Engineering at SRM University: Placements, Fees, Admission & Eligibility (shiksha.com)","SRM IST Founder’s Scholarship , SRM IST Merit Scholarship, SRM IST Differently-Abled Scholarship",
Masters,Healthcare,Biomedical Engineering,IIT Madras,2 years,34K,,,,,GATE,,,,,,,"IIT Madras - Indian Institute of Technology - [IITM], Chennai Courses & Fees 2023-2024 (collegedunia.com)","Institute Merit-cum-Means Scholarship, Institute free studentship, Institute SC/ST Scholarship",
Masters,Healthcare,Biomedical Engineering,IIT Delhi,2 years,3.5 - 4 lakh,,,,,GATE,,,,,,,"IIT Delhi M.Tech(Biomedical Engineering): Dates, Placement, Fees, Admission (collegedunia.com)",,
Masters,Healthcare,Biomedical Engineering,IIT Bombay,2 years,1.5 - 2 lakh,,,,,GATE,,,,,,,"M.Tech. in Biomedical Engineering at IIT Bombay: Placements, Fees, Admission & Eligibility (shiksha.com)",National Scholarships (All States),
Masters,Healthcare,Biomedical Engineering,VIT Vellore,2 years,3 lakh,,,,,VITMEE,,,,,,,"M.Tech. in Biomedical Engineering at VIT Vellore: Placements, Fees, Admission & Eligibility (shiksha.com)",Scholarship under STARS (Support the Advancement of Rural Students) ,
Bachelors,Statistics,Statistics,"Hindu College, DU",3 years,58k - 60k,,,,,CUET,,,,,,,"UNIVERSITY OF DELHI (samarth.ac.in), https://collegedunia.com/college/1904-hindu-college-new-delhi/courses-fees?course_id=4063, https://hinducollege.ac.in/scholarships.aspx","Premvati Raghubir Singh Scholarships, R.B.Ram Kishan Dass Scholarships, Lala Prem Lal Gupta Memorial Scholarship, Jeevan Lal Khanna  Memoriol Scholarships, SAROJ BALA MALIK SCHOLARSHIP, Smt. Roshan Devi Marwah and Sh. Dina Nath Marwah ( Parents) and Dr. Pran Nath Marwah ( Donor Son) Memorial Scholarship, O.P. Kaushik Memorial Scholarship, Rajiv Mehra Merorial Scholarship, Nangia Scholarship, Mrs. Kailashwati Khanna Scholarship.",
Bachelors,Statistics,Statistics,"Lady Shri Ram College, DU",3 years,61k,,,,,CUET,,,,,,,"Lady Shri Ram College for Women - [LSR], New Delhi Courses & Fees 2023-2024 (collegedunia.com), https://lsr.edu.in/students/scholarships-and-free-ships/","Ward Welfare scholarship, KPMG Scholarship, G.L. Bansal Scholarship, ELSA Scholarship, Shri Onkar Nath Pandit Scholarship and Shri Manohar Shyam Joshi Scholarship",
Bachelors,Statistics,Statistics,"Loyola College, Chennai",3 years,37k,,,,,,,,,,,,"https://collegedunia.com/college/2595-loyola-college-chennai/courses-fees?course_id=4129, https://www.getmyuni.com/college/loyola-college-chennai-scholarships","Jesuit Educational Support (JES) (Loyola Management fee concession scheme), Sheshan Scholarship, Nanmai Trust Scholarship, Nevett Scholarship.",
Bachelors,Statistics,Statistics,"St Xaviers College, Kolkata",3 years,60k,,,,,,,,,,,,"https://collegedunia.com/college/4970-st-xaviers-college-sxc-kolkata/courses-fees?course_id=4063, https://www.sxccal.edu/s-x-c-scholarships/","Late Rukmini Devi Goenka Scholarship, Infar (India) Scholarship, Smt. Panna Devi Kanoi Scholarship, Smt. Kamala Devi Budhia Scholarship, etc.",
Masters,Statistics,Statistics,IIT Kharagpur,2 years,42k,,,,,IIT-JAM,,,,,,,"IIT Kharagpur Master of Science [M.Sc] (Statistics) 2023: Fees, Admission, Eligibility (getmyuni.com)",M.K. SIRCAR MEMORIAL SCHOLARSHIP,
Masters,Statistics,Statistics,IIT Kanpur,2 years,31k,,,,,IIT-JAM,,,,,,,"https://zollege.in/university/185269-iit-kanpur-kanpur/courses-fees?course_id=4521, https://www.iitk.ac.in/futurestudents/scholarships/","Merit-cum Means (MCM) Scholarships, Donor Scholarships, Free-Basic-Mess (FBM) Scholarship ",
Masters,Statistics,Statistics,BHU,2 years,13k,,,,,"BHU PET, CUET-PG",,,,,,,"BHU Master of Science [M.Sc] (Statistics) 2023: Fees, Admission, Eligibility (getmyuni.com), https://admission.icnn.in/courses/msc-statistics-admission/#:~:text=Entrance%20Exams%20for%20MSc%20Statistics%20Admission%202023%201,under%20the%20guidance%20of%20NTA%20%28National%20Testing%20Agency%29.","Free meals are available for poor bonafide students and blind students, blind students get yearly financial aid as well, rank holders get cash prizes and a one time grant of 4000 rupees for the Physically handicapped candidates.",
Masters,Statistics,Statistics,"Loyola College, Chennai",2 years,25k,,,,,,,,,,,,"Loyola College Admission 2023: Eligibility, Application Process & Dates (getmyuni.com), https://collegedunia.com/college/2595-loyola-college-chennai/courses-fees?course_id=4521","Jesuit Educational Support (JES) (Loyola Management fee concession scheme), Sheshan Scholarship, Nanmai Trust Scholarship, Nevett Scholarship.",
Bachelors,IT-ITeS,Software Engineering,"DTU, New Delhi",4 years,9.4 lakh,,,,,"JEE-Main, JAC-Delhi",,,,,,,"https://collegedunia.com/university/25449-delhi-technological-university-dtu-new-delhi/courses-fees?course_id=2131, http://dtu.ac.in/Web/Academics/scholarship.php","Merit Scholarship for students belonging to SC/ST/OBC/Minorities, Merit Scholarship Notice to B.Tech. Students",
Bachelors,IT-ITeS,Software Engineering,"SRMIST, Chennai",4 years,10 lakh,,,,,SRMJEEE,,,,,,,"https://collegedunia.com/university/25896-srm-institute-of-science-and-technology-srmist-chennai/courses-fees?course_id=2131, https://www.srmist.edu.in/admission-india/engineering/scholarships/","Founder’s Scholarship, SRM Merit Scholarship, Chancellor Constituency Scholarship, Employee Ward Scholarship, Socio-Economic Scholarship, Alumni Scholarship, Differently Abled Scholarship",
Bachelors,IT-ITeS,Software Engineering,"SRM Engineering College, Kanchipuram",4 years,10 lakh,,,,,SRMJEEE,,,,,,,"https://collegedunia.com/college/28254-srm-engineering-college-kanchipuram/courses-fees?course_id=2131, https://www.getmyuni.com/college/srm-engineering-college-srm-kanchipuram-scholarships#:~:text=Scholarships%20at%20SRM%20Engineering%20College%2C%20%5BSRM%5D%20Kanchipuram%3A%201,and%20AIEEE%20rankers%2C%20sports%20persons%20and%20socio-economic%20disdained.","Founder's Scholarship, Merit Scholarships, Merit-Cum-Means Scholarships, Minority Community Scholarships, Physically challenged / Differently-abled Scholarships, Special Merits Scholarships",
Bachelors,IT-ITeS,Software Engineering,"Bharati Vidyapeeth College of Engineering, Pune",4 years,5.4 lakh,,,,,All India CET (Engineering),,,,,,,"Bharati Vidyapeeth University College of Engineering - [BVUCOE], Pune Courses & Fees 2023-2024 (collegedunia.com), http://bvcoe.bharatividyapeeth.edu/media/pdf/Scholarships_300920.pdf",Pragati and Saksham,
Bachelors,IT-ITeS,Software Engineering,"Bharati Vidyapeeth College of Engineering, Pune",4 years,5.4 lakh,,,,,All India CET (Engineering),,,,,,,"Bharati Vidyapeeth University College of Engineering - [BVUCOE], Pune Courses & Fees 2023-2024 (collegedunia.com), http://bvcoe.bharatividyapeeth.edu/media/pdf/Scholarships_300920.pdf","Scholarship, Vasatigruh Nirvah Bhatta",
Bachelors,IT-ITeS,Software Engineering,"Bharati Vidyapeeth College of Engineering, Pune",4 years,5.4 lakh,,,,,All India CET (Engineering),,,,,,,"Bharati Vidyapeeth University College of Engineering - [BVUCOE], Pune Courses & Fees 2023-2024 (collegedunia.com), http://bvcoe.bharatividyapeeth.edu/media/pdf/Scholarships_300920.pdf","Yojana, EBC Scholarship , PMSS Scholarship,  Lila Poonawalla Foundation,  ONGC Scholarship 2016, Cybage Khushboo Scholarship",
Bachelors,IT-ITeS,Software Engineering,"Bharati Vidyapeeth College of Engineering, Pune",4 years,5.4 lakh,,,,,All India CET (Engineering),,,,,,,"Bharati Vidyapeeth University College of Engineering - [BVUCOE], Pune Courses & Fees 2023-2024 (collegedunia.com), http://bvcoe.bharatividyapeeth.edu/media/pdf/Scholarships_300920.pdf","Program,  Persistents Scholarship Schem , Sahara india welfare Scholarship, Disha Parivar public trust, etc.",
Masters,IT-ITeS,Software Engineering,NIT Rourkela,2 years,3.2 lakh,,,,,GATE,,,,,,,"National Institute of Technology - [NIT], Rourkela Courses & Fees 2023-2024 (collegedunia.com), https://www.shiksha.com/university/nit-rourkela-national-institute-of-technology-28530/scholarships#:~:text=NIT%20Rourkela%20-%20National%20Institute%20of%20Technology%20Scholarships,8%208.%20Balmerlawrie%20and%20co.%20ltd.%20More%20items",Merit based Scholarships are available,
Masters,IT-ITeS,Software Engineering,"DTU, New Delhi",2 years,3.4 lakh,,,,,GATE,,,,,,,"Delhi Technological University - [DTU], New Delhi Courses & Fees 2023-2024 (collegedunia.com)",,
Masters,IT-ITeS,Software Engineering,"Manipal Institute of Technology, Manipal",2 years,4.1 lakh,,,,,"GATE, MET",,,,,,,"Manipal Institute of Technology - [MIT], Manipal Courses & Fees 2023-2024 (collegedunia.com), https://manipal.edu/scholarships","Scholar and Achiever Scholarship, Scholarship scheme of interest subsidy on education loan",
Masters,IT-ITeS,Software Engineering,"Ramaiah Institute of Technology, Bangalore",2 years,97k,,,,,Karnataka-PGCET,,,,,,,"Ramaiah Institute of Technology - [RIT], Bangalore Courses & Fees 2023-2024 (collegedunia.com), https://www.shiksha.com/college/ramaiah-institute-of-technology-m-s-r-nagar-bangalore-474/scholarships","Defense Scholarship, MSRIT Alumni Scholarship",
Integrated BSc+MSc,Life Science,Systems Biology,University of Hyderabad,5 years,56k,,,,,CUET UG,,,,,,,"School Of Life Sciences | University Of Hyderabad (uohyd.ac.in), https://collegedunia.com/university/25383-university-of-hyderabad-uoh-hyderabad/courses-fees?course_id=14288, https://www.getmyuni.com/college/university-of-hyderabad-uh-hyderabad-scholarships#:~:text=University%20of%20Hyderabad%20Scholarships%201%20Maulana%20Azad%20National,Higher%20Education%20of%20ST%20Students%20%28NFST%29%20More%20items","Maulana Azad National Fellowship for Minority Students (MANF), Rajiv Gandhi National Fellowship (RGNF) Scheme for Scheduled Caste (RGNFSC), National Fellowship for Other Backward Classes (NFOBC), National Fellowship for Higher Education of ST Students (NFST), Prime Minister’s Research Fellow (PMRF) Scheme, NBHM Fellowship",
Masters,Life Science,Systems Biology,Panjab University,2 years,85.3k,,,,,PU-CET (PG),,,,,,,"https://systemsbiology.puchd.ac.in/show-courses.php, https://puchd.ac.in/scholarship.php, https://puchd.ac.in/includes/documents/2022/scholarships-hbi-2022.pdf","Scholarships available for students with disabilities and from SC/ST, Means – Cum-Merit based scholarship, Full Tuition Fee concession to the University Employees and their wards, University Merit",
Masters,Life Science,Systems Biology,Panjab University,2 years,85.3k,,,,,PU-CET (PG),,,,,,,"https://systemsbiology.puchd.ac.in/show-courses.php, https://puchd.ac.in/scholarship.php, https://puchd.ac.in/includes/documents/2022/scholarships-hbi-2022.pdf","scholarship, etc.(more types and details to be found in the links attached)",
Bachelors,Life Science,Systems Biology,Manipal,,4.94 lakh,,,,,MAHE-OET,,,,,,,"https://manipal.edu/sls-manipal/program-list/msc-molecular-biology-and-human-genetics1.html, https://www.getmyuni.com/college/manipal-university-mu-manipal-courses-fees?program=master-of-science-msc-systems-biology-257865, https://manipal.edu/scholarships","Merit-Cum-Means Scholarships, Scholar and Achiever Scholarship, ",
Online Courses,Life Science,Systems Biology,Coursera,Introduction to Systems Biology,Introduction to Systems Biology | Coursera,,,,,,,,,,,,,,
Online Courses,Life Science,Systems Biology,NPTEL,Computational Systems Biology,https://onlinecourses.nptel.ac.in/noc21_bt16/preview,,,,,,,,,,,,,,
Online Courses,Life Science,Systems Biology,MIT Open Courseware,Systems Biology,Syllabus | Systems Biology | Physics | MIT OpenCourseWare,,,,,,,,,,,,,,
Bachelors,Chemical and Petrochemicals,Chemical Engineering,IIT Madras,4 years,8 LPA,,,,,"JEE Main, JEE Advanced",,,,,,,"https://www.iitm.ac.in/academics/academic-services/scholarships-and-financial-assistance, https://www.shiksha.com/college/iit-madras-indian-institute-of-technology-adyar-chennai-3031/scholarships","MHRD scholarship for single Girl child, Aditya Birla Scholarship, Inlakhs Scholarship, IIT Madras 72 batch Scholarship, OPJEMS, Ministry of Minority Affairs, GoI Meritcum-Means Scholarship, Dr K Vasanth Rau Scholarship, Sri V Ranga Raju Memorial scholarship, Institute Merit-cumMeans Scholarship",
